gene_id,CASE_J03,CASE_J09,CASE_J12,CASE_J13,CA_J06,CA_J08,CA_J11,CA_J18,CON_J02,CON_J05,CON_J10,SE_J01,SE_J04,SE_J07
MSTRG.6907,260,494,399,469,153,280,293,412,390,413,588,355,368,496
gene1330|LOC111125015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27330,1011,1526,1228,1475,820,746,790,1227,1411,1138,1145,1301,1122,1593
gene11078|LOC111127517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1354|LOC111117071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40795|LOC111112122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23378|LOC111101897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43059|LOC111117130,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MSTRG.5105|LOC111121226,33,0,0,0,0,0,0,0,0,0,0,0,0,0
gene30450|LOC111108399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28159|LOC111102579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20697,2200,2860,2555,3210,1719,1897,1569,2454,2914,2923,2524,3142,2287,3192
MSTRG.43523|LOC111117099,0,0,0,0,2,0,0,0,3,0,0,0,0,5
MSTRG.20695,2230,2713,2422,3252,1772,1625,1872,2801,2650,2722,3202,2619,2562,2572
MSTRG.4938|LOC111118808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.848|LOC111115832,0,0,0,0,1,0,0,0,0,0,0,2,0,0
MSTRG.3316|LOC111109013,1,0,0,0,0,1,0,0,4,1,0,2,0,0
gene32137|LOC111106493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29251|LOC111133277,0,5,5,0,0,0,0,9,0,0,0,4,0,0
MSTRG.11046|LOC111125439,2,3,5,3,3,4,3,5,4,0,2,3,4,6
gene32208|LOC111109931,0,0,0,0,0,0,0,0,0,7,6,0,0,0
MSTRG.18843|LOC111129121,0,8,0,0,0,0,0,3,1,0,4,4,1,1
MSTRG.1761|LOC111106550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20304|LOC111129032,0,0,16,0,0,0,0,12,4,14,0,0,0,0
MSTRG.38518,431,286,310,329,276,154,217,302,329,231,280,322,169,426
MSTRG.35722|LOC111107155,3,0,0,0,0,3,0,0,3,2,0,0,0,0
gene30154|LOC111106174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10523,120,325,146,291,73,88,170,339,156,150,216,360,268,77
gene17091|LOC111133349,3,5,5,13,3,3,6,12,3,4,7,10,3,5
MSTRG.37303,8,5,18,14,21,7,15,6,12,12,6,15,11,15
MSTRG.28091,0,0,0,6,0,0,0,9,6,0,0,24,0,0
MSTRG.22250|LOC111133150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28092,35,26,40,49,23,49,33,41,33,44,48,44,21,74
MSTRG.41757|LOC111115355,35,30,47,85,65,100,29,59,173,96,66,132,14,177
MSTRG.28094,233,344,222,276,163,145,216,322,310,321,336,293,186,294
MSTRG.28097,6654,15961,11966,10572,6788,7493,7941,10745,18010,19005,18270,13016,10705,21747
MSTRG.28096,84,193,79,184,20,65,38,278,61,78,190,151,228,13
MSTRG.37979,1430,1956,1265,1594,868,693,1326,1931,1404,1684,2405,1364,1835,1244
MSTRG.14251|LOC111122836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25520,59,128,83,120,28,49,65,100,68,76,87,91,95,69
MSTRG.28366,1566,2268,1723,2402,1371,1271,1518,2459,1862,2264,2499,2339,2559,2183
gene30394|LOC111107310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene33033|LOC111115877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39334|LOC111114466,21,12,10,11,11,10,7,21,14,6,12,12,4,8
MSTRG.30782|LOC111100609,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MSTRG.26424|LOC111134347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10833|LOC111122997,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MSTRG.20525,9,15,18,19,4,1,8,21,8,13,12,8,15,22
MSTRG.20524,377,516,369,542,277,255,374,678,390,537,595,450,509,352
MSTRG.20527,371,507,452,507,335,220,328,377,388,368,344,437,300,367
gene13708|LOC111130676,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MSTRG.20520,38,56,45,44,40,57,45,43,73,40,66,41,38,86
MSTRG.14761|LOC111124915,0,0,0,0,0,0,0,0,2,0,5,6,0,4
MSTRG.17321,62,43,56,75,42,39,42,31,44,36,34,79,38,43
MSTRG.24546|LOC111136826,6,3,11,11,0,11,9,2,8,8,4,11,5,17
MSTRG.17323,609,821,812,968,477,473,580,836,705,681,658,636,443,1050
MSTRG.17322,57,78,23,59,48,90,32,101,56,48,37,86,95,67
MSTRG.6848|LOC111120157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17329,887,1085,894,1213,545,561,620,886,982,872,924,1115,967,1028
MSTRG.17328,1345,1976,1528,2394,953,893,1132,2115,1592,1580,2352,2053,2082,1327
MSTRG.37414|LOC111106235,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gene34731|LOC111113415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32966|LOC111105499,0,0,0,0,0,0,0,0,15,0,0,0,0,0
MSTRG.16050,89,62,59,57,68,39,53,48,43,70,25,49,33,65
MSTRG.16053,18,22,10,16,12,19,13,29,18,14,0,27,23,0
MSTRG.16054,2611,2879,2234,2960,1835,1618,2066,3152,2472,2946,3266,3082,3175,2234
gene21692|LOC111132590,0,0,0,0,0,0,0,2,0,0,0,3,0,0
MSTRG.16056,258,626,353,596,350,403,327,282,492,424,363,386,396,583
gene23234|LOC111099449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21017|LOC111128437,40,68,22,46,32,109,35,26,50,48,52,36,21,211
gene37509|LOC111111531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14532|Trnat-ggu,0,0,1,2,1,0,0,1,1,0,0,1,0,1
MSTRG.9592,6,15,4,9,1,7,4,10,0,1,27,3,0,4
gene10542|LOC111124522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17655|LOC111130059,5,5,1,8,0,2,5,5,6,7,4,6,1,5
MSTRG.37460,203,209,196,260,194,127,188,216,184,242,184,260,118,299
MSTRG.25343,20677,24848,19228,23086,16714,13868,16903,21547,25571,24763,29054,22653,19907,27606
MSTRG.37462,14,20,19,21,17,17,13,28,14,67,29,27,36,29
MSTRG.37463,3,14,12,2,0,17,0,0,0,0,0,10,0,2
MSTRG.25346,1426,1919,1310,1930,1006,1097,1314,2271,1329,1573,1960,2027,2061,1403
MSTRG.25347,2019,2721,2081,2790,1471,1418,1536,2521,2364,2113,2424,2660,2351,2154
MSTRG.25344,1586,1721,1356,1829,1282,977,1195,1729,1579,1581,1459,1490,1114,1526
MSTRG.7058,5077,7562,6237,8146,4088,4777,4480,5898,7761,6571,6992,7037,5790,8421
MSTRG.34436|LOC111105369,0,0,0,0,0,3,0,0,0,0,0,0,0,0
gene34597|LOC111113743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22599|LOC111137343,4,10,2,8,0,0,0,2,19,6,4,8,2,0
gene15305|Trnak-uuu,0,0,0,2,0,0,0,1,0,0,0,1,0,2
MSTRG.5509,1873,2374,1814,2205,1378,1137,1469,1947,1810,1765,1939,2291,1767,1643
gene38912|LOC111116439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24745|LOC111101493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8031|LOC111118073,4,5,0,0,3,1,2,5,0,4,0,3,6,15
MSTRG.5501,2708,4607,3341,4579,1986,2131,2637,4051,3353,3471,4664,3742,4173,3821
gene10696|LOC111125157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5503,173,204,196,188,144,136,111,193,167,171,173,174,130,260
MSTRG.5505,16,21,29,33,26,7,19,31,13,43,22,12,10,28
gene772|LOC111110293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10071|LOC111119588,0,0,0,0,0,0,0,5,0,0,0,11,0,22
gene32022|LOC111109237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21819|LOC111136146,0,0,0,2,0,0,0,2,0,2,0,1,0,0
gene27479|LOC111105050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8343|LOC111121366,0,0,0,0,0,5,0,3,0,0,5,2,4,6
gene18439|LOC111133602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2022,3103,3912,3275,4512,2327,2031,2574,4684,2969,3633,4454,3852,3556,2222
MSTRG.31515,22,25,17,28,46,10,12,19,31,20,29,21,24,17
MSTRG.7053,77,176,164,188,71,116,97,170,106,212,139,119,87,301
gene17979|LOC111133958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10502|LOC111125614,17,0,3,0,9,0,0,0,0,0,0,0,0,0
MSTRG.31436,1612,2372,1971,2634,1196,1160,1477,2307,1626,1628,1876,2222,1598,1517
gene35197|LOC111113189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7257,701,1414,912,1592,206,531,637,1626,842,963,1443,1527,2287,316
gene34123|LOC111115934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31511,187,282,184,274,124,137,195,261,245,227,285,179,192,276
MSTRG.42272|LOC111112016,2,3,2,3,5,2,9,3,10,2,5,8,1,14
MSTRG.13979|LOC111125808,0,5,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31430,308,484,381,510,234,234,260,413,363,321,494,465,392,349
gene39185|LOC111116526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5063|LOC111118194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene34590|LOC111112756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19550|LOC111133498,17,6,30,10,22,8,8,16,0,3,13,36,4,18
MSTRG.21156,14595,25705,18751,26034,11350,13874,16006,27652,25224,30380,39715,22206,33063,20661
gene29369|LOC111107771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27129|LOC111103419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43422,268,380,210,244,157,110,237,245,256,236,304,204,189,216
gene32811|LOC111107861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene7689|LOC111120406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12880|LOC111125408,7,0,5,2,6,18,3,9,13,9,3,16,2,9
gene5831|LOC111121662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20944|LOC111128698,0,0,0,0,0,0,0,0,0,1,0,7,0,2
gene16156|LOC111128255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10440|LOC111125414,0,0,2,0,0,0,0,4,0,0,0,3,0,0
MSTRG.11587,2,0,4,2,6,9,5,6,0,0,0,13,2,4
MSTRG.28619|LOC111136917,0,0,3,1,7,8,0,9,26,5,0,11,0,27
MSTRG.11919|LOC111126766,0,3,0,0,0,2,0,0,0,0,0,0,1,0
MSTRG.43482|LOC111117535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11582,17,26,23,35,14,19,14,32,12,21,19,34,23,36
MSTRG.5848|LOC111119560,0,0,0,0,0,0,0,0,0,0,0,10,0,5
MSTRG.21018|LOC111130081,1,0,0,0,0,0,0,1,0,0,0,0,0,15
MSTRG.22581,1164,1311,1250,1576,864,868,789,1121,1267,900,819,1468,915,1284
MSTRG.39007|LOC111112563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22583,3959,4613,3938,4905,3346,2631,2937,4300,4732,4212,4019,4556,3339,4639
MSTRG.22582,107,161,159,218,103,124,154,203,153,374,434,113,167,217
MSTRG.22585,318,705,467,603,270,348,358,678,391,472,535,821,824,329
MSTRG.22587,870,911,756,884,520,469,572,658,772,682,677,962,732,902
MSTRG.11588,94,150,96,156,132,64,75,182,121,145,123,135,100,93
MSTRG.26699,1625,2065,1955,2330,1433,1363,1486,1820,2172,1729,1823,1882,1647,2332
gene25228|LOC111101722,8,9,0,23,7,9,16,22,19,32,17,7,0,12
MSTRG.19077|LOC111129945,0,0,0,0,0,0,0,4,0,0,0,0,0,4
MSTRG.8181|LOC111121566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21458|LOC111136323,24,16,28,0,37,6,0,0,39,0,8,17,0,50
gene2673|LOC111107723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26691,5237,8150,5670,9959,2617,4499,5200,8349,6419,5531,7657,8214,7080,4943
MSTRG.26695,768,577,447,644,327,272,470,462,569,459,499,522,390,392
MSTRG.26694,414,522,454,668,253,300,281,504,393,315,400,477,513,302
MSTRG.26697,1365,2600,2073,2670,970,1193,1702,2100,2006,1816,2554,1996,2065,1927
MSTRG.26696,503,893,586,793,552,504,502,860,591,711,879,924,710,520
MSTRG.5128|LOC111122211,0,0,0,0,0,0,0,0,1,11,0,0,0,0
MSTRG.16589,12052,18660,11092,23441,6840,10702,10991,21906,14766,16968,22934,21830,23054,11585
gene34267|LOC111112710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25154|LOC111135813,0,0,0,1,1,0,0,0,1,0,0,2,1,0
MSTRG.319|LOC111111995,0,1,1,0,0,0,1,0,1,1,1,1,0,2
MSTRG.16582,237,336,291,323,191,207,221,315,284,326,405,287,297,324
MSTRG.16580,2296,6612,3458,3758,2189,2314,3572,5964,4148,9500,14076,2710,7171,3920
MSTRG.16586,262,432,199,395,212,251,260,230,372,253,281,363,376,426
MSTRG.16587,14,32,20,23,24,21,18,25,19,14,8,21,21,43
MSTRG.16584,991,1160,930,1157,645,589,626,948,1003,900,793,1096,774,1026
MSTRG.16585,2580,3124,2695,3226,2191,1857,2025,2679,3189,2768,2700,2767,2302,3275
MSTRG.11059,303,433,393,405,296,320,350,488,395,310,318,487,366,441
gene38900|LOC111116713,19,15,19,14,15,15,16,11,16,15,15,13,6,17
MSTRG.42280|LOC111112023,5,7,10,7,2,0,3,3,11,6,5,4,2,9
MSTRG.11051,354,594,494,663,216,323,415,510,538,589,554,466,258,863
MSTRG.11055,125,284,200,211,99,115,96,125,180,106,154,198,88,284
MSTRG.11054,267,611,392,515,125,120,99,102,191,166,96,807,819,475
MSTRG.17530|LOC111128598,0,0,5,0,0,0,0,0,2,0,0,0,0,2
gene18758|LOC111135198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38446|LOC111108243,1,1,1,5,1,25,1,1,0,31,1,1,1,1
MSTRG.33608|LOC111105262,0,0,0,1,1,1,1,1,1,2,0,1,0,1
MSTRG.18467|LOC111130658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27166|LOC111104234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8862|LOC111120306,0,22,125,24,0,22,0,22,20,0,55,40,70,120
gene6336|LOC111121555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23252|LOC111100749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32932|LOC111103931,1,0,0,2,0,0,0,1,2,2,1,0,0,1
gene928|LOC111133955,0,2,0,0,0,2,2,0,0,0,8,0,0,2
gene16309|LOC111131797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23186,14,37,12,19,9,11,2,17,31,12,7,10,14,11
MSTRG.23184,2431,6069,4385,4651,2704,2682,2942,3997,5321,5821,6132,3733,4070,5965
MSTRG.23183,199,299,231,278,132,138,197,217,232,217,234,215,112,296
MSTRG.9895|LOC111121212,0,0,0,0,0,0,0,0,0,0,5,0,0,0
MSTRG.16260,5,7,5,2,6,0,3,12,11,6,7,17,0,10
MSTRG.33914|LOC111105096,0,0,0,0,0,0,0,0,0,0,0,0,7,0
MSTRG.23188,52,93,33,25,44,25,42,56,84,45,68,10,20,87
MSTRG.5140|LOC111118855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1140|LOC111132711,0,22,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37529,1343,1529,1244,1485,1172,1034,1015,1253,1856,1722,1670,1496,1154,2019
MSTRG.2794|LOC111107221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35207|LOC111108408,14,0,4,11,11,25,8,8,18,16,8,16,0,16
MSTRG.8371|LOC111118584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35004|LOC111108726,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gene28684|LOC111108131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27079|LOC111134541,0,0,0,0,0,0,0,0,0,7,0,0,0,0
MSTRG.29447|LOC111100934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36069|LOC111105852,0,0,0,0,1,0,0,1,1,0,0,0,0,0
gene9189|LOC111122705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31201|LOC111100049,0,3,0,4,2,1,5,2,0,11,0,0,7,4
MSTRG.15322|LOC111124686,4,3,0,4,0,1,2,1,3,11,14,7,3,2
MSTRG.20410|LOC111130584,0,0,0,0,0,0,0,0,0,0,0,6,0,0
gene26882|LOC111102497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3991,289,791,569,760,364,397,503,817,527,986,999,562,332,702
MSTRG.2588|LOC111128149,0,0,0,1,90,58,0,0,6,0,0,0,0,1
MSTRG.32162|LOC111103627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13902|LOC111125310,1,0,0,1,0,0,0,0,0,0,0,0,0,4
MSTRG.24743,948,1728,1186,1443,922,922,956,1102,1428,1246,1353,990,679,1714
MSTRG.20007|LOC111130463,0,0,4,0,0,5,0,2,0,0,4,5,0,0
MSTRG.38305,11,37,22,26,18,8,21,21,14,26,6,35,34,43
MSTRG.32050|LOC111100472,0,0,0,0,0,0,0,0,0,1,4,6,0,0
MSTRG.6400|LOC111119074,23,27,0,17,0,23,0,0,0,45,0,0,0,0
MSTRG.14178|LOC111126406,0,0,0,0,0,0,0,0,5,0,0,0,0,8
MSTRG.10098|LOC111119789,0,0,0,0,0,0,0,5,0,0,0,0,0,0
MSTRG.40072|LOC111113060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26015|LOC111132463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23353|LOC111100777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene13944|LOC111131686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27904|LOC111104472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31832|LOC111100373,0,0,0,0,0,0,0,12,0,0,9,9,0,0
MSTRG.15393|LOC111125361,0,0,0,0,0,0,0,4,0,0,0,0,0,0
gene9411|LOC111123756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40384,9,14,4,13,4,9,3,11,11,21,21,3,9,27
MSTRG.10944|LOC111123630,1,1,8,2,1,1,0,1,3,0,0,3,0,4
MSTRG.40501|LOC111115772,6,2,4,0,0,2,5,8,4,0,3,9,2,0
gene3625|LOC111119524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24708|LOC111138309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40050|LOC111112278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene3044|LOC111112971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene34883|LOC111115032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9205|LOC111126095,6,0,0,0,0,0,1,2,0,0,0,0,0,0
MSTRG.27253,111,102,160,136,91,39,90,102,130,109,78,94,94,122
MSTRG.27250,1689,2153,1748,2686,1211,1639,1196,1868,2034,1751,1566,2594,1838,2100
MSTRG.27256,230,368,269,350,219,182,175,314,341,302,263,357,283,304
MSTRG.15776,163,185,142,153,144,116,137,149,178,184,165,107,124,189
MSTRG.15777,53,79,57,106,71,86,77,85,102,116,102,77,68,84
MSTRG.15779,1157,1801,1214,1894,801,829,1079,1906,1141,1344,1682,1695,1679,1135
MSTRG.27259,742,992,766,1197,480,618,551,956,927,917,988,903,1022,777
MSTRG.2796|LOC111107229,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MSTRG.2417|LOC111114614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10722,3368,5070,4720,5536,3220,3021,3449,4455,5257,4077,4643,3904,2841,6680
gene30639|LOC111107882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene34344|LOC111115470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10725,55,92,63,62,39,22,47,90,80,89,81,103,85,68
MSTRG.10726,3991,6071,4192,5778,2750,3288,3445,4805,5456,4855,5498,5597,4887,5316
MSTRG.10727,2604,4521,3060,4935,1649,1739,2576,4354,2654,2740,3940,3766,3781,2112
MSTRG.10728,199,212,173,239,151,162,147,144,223,241,259,235,174,268
gene769|LOC111131355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11458,117,358,255,298,152,188,324,344,506,651,798,195,742,227
MSTRG.19775|LOC111130290,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gene30375|LOC111107852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31727|LOC111105818,0,3,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29919|LOC111102278,42,0,0,0,0,0,52,44,0,0,73,0,44,93
MSTRG.13426,10,12,11,24,18,4,18,7,45,12,4,12,17,17
gene36905|LOC111111361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene39087|LOC111116617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26032|LOC111136609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17251|LOC111137020,0,0,4,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4792,12,55,13,27,0,10,7,15,1,21,33,26,48,0
MSTRG.35337|LOC111109407,2,8,8,9,1,9,7,16,4,9,7,4,1,5
MSTRG.25089,885,1361,1028,1244,700,597,887,964,1190,1269,1062,1022,931,1486
MSTRG.28160|LOC111132986,47,12,57,73,57,80,21,27,94,100,33,105,22,148
gene23833|LOC111100245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18696|LOC111129599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3135|LOC111121435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41848,731,1106,838,974,525,692,627,938,751,596,887,678,730,827
MSTRG.39741|LOC111115220,0,0,0,0,0,0,0,0,2,0,0,0,0,0
gene12726|LOC111124453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41845,0,15,16,0,7,9,8,22,0,11,26,12,15,32
gene189|LOC111125753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41843,72,96,135,77,60,83,81,62,71,85,102,52,64,101
gene25365|LOC111099743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41840,199,266,186,304,79,174,193,256,328,258,291,254,275,208
MSTRG.34400|LOC111102600,0,0,1,0,0,4,0,0,0,0,0,3,2,1
MSTRG.38367|LOC111105899,0,0,0,25,0,0,0,0,0,0,0,0,0,0
MSTRG.16388|LOC111128061,10,6,0,19,10,19,13,21,19,27,45,8,5,27
MSTRG.9692|LOC111119941,91,81,104,153,59,90,51,104,195,195,123,113,83,161
gene29734|LOC111107233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34949,50,130,128,70,109,23,129,494,104,185,90,96,80,98
gene37954|LOC111114649,0,0,0,0,0,0,0,0,0,0,10,0,0,0
gene24684|LOC111099907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23600|LOC111133507,0,0,1,3,0,16,0,0,0,0,2,0,0,1
MSTRG.9802|LOC111121447,3,4,0,6,0,1,6,7,0,31,11,17,6,0
gene12471|LOC111125086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22410|LOC111137890,0,4,0,5,0,0,4,7,5,0,5,3,12,8
gene17762|LOC111134372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23988|LOC111099815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5463|LOC111121533,7,0,0,0,0,3,0,3,0,0,0,3,3,0
gene28582|LOC111105884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2586|LOC111128162,0,0,0,0,0,0,3,5,0,0,0,0,0,0
MSTRG.21430|LOC111133006,10,20,6,18,0,0,16,0,0,0,9,6,0,5
MSTRG.43565,225,181,172,189,126,77,89,126,242,103,154,161,90,240
MSTRG.43562,67,34,35,50,32,27,36,41,52,64,81,47,53,73
MSTRG.43563,396,460,258,391,344,272,262,337,338,380,322,265,287,556
MSTRG.43560,66,41,38,58,36,31,34,52,64,72,81,48,62,77
MSTRG.43561,10,7,6,18,7,8,4,19,6,35,31,5,8,8
MSTRG.27663|LOC111137274,30,43,17,65,13,6,31,29,42,36,26,32,29,18
MSTRG.5286|LOC111120013,0,0,0,7,0,17,0,0,0,0,0,0,0,4
MSTRG.43568,31,64,50,45,68,35,44,54,66,64,62,25,27,74
gene30344|LOC111107900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41733|LOC111111867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43164|LOC111117767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene36468|LOC111114133,0,0,0,5,0,2,2,0,0,0,0,1,0,1
MSTRG.3494|LOC111119317,0,0,0,0,0,0,0,0,0,3,0,0,0,0
MSTRG.3811|LOC111102520,42,42,32,38,31,36,33,27,39,42,26,36,14,49
MSTRG.9908|LOC111121262,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12760,215,242,152,231,181,233,218,267,187,168,244,213,145,228
MSTRG.12761,2658,3277,3048,3412,2849,2309,2280,2827,3930,3619,2757,3232,2007,5151
MSTRG.12766,23,8,18,26,25,35,30,39,37,38,35,36,4,77
MSTRG.12764,15,5,10,15,21,12,16,13,32,25,40,10,17,27
gene10945|LOC111124583,0,0,0,0,0,0,0,0,0,0,0,6,0,0
MSTRG.10898,114,75,63,87,65,40,62,64,76,61,56,116,81,91
gene30363|LOC111110122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34882|LOC111107465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3843,0,23,23,18,5,0,0,7,0,0,6,0,0,0
MSTRG.10892,268,332,237,438,176,201,173,350,343,346,351,350,310,407
MSTRG.26137|LOC111133531,1,0,1,0,1,0,0,2,2,1,0,2,2,1
MSTRG.10890,0,0,0,5,0,0,0,0,0,0,0,17,0,0
MSTRG.10891,48,16,7,24,26,19,21,16,40,18,31,12,12,17
MSTRG.38146,26,64,53,61,15,22,47,103,42,57,93,83,146,9
MSTRG.10897,42,92,43,31,27,27,18,36,41,19,18,86,65,24
MSTRG.38145,1167,1565,1237,1649,917,935,1056,1589,1419,1529,1657,1568,1549,1356
MSTRG.17048,719,549,633,590,577,591,339,464,591,1084,582,672,504,1328
MSTRG.17049,769,1111,800,992,760,614,611,831,1117,875,918,1022,759,1116
MSTRG.33179,12467,20541,12790,23695,7371,10286,12674,21567,14917,12960,18512,18748,18012,10797
gene28814|LOC111109630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22741|LOC111136009,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gene12218|LOC111122592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
